item no.,safety_stock,rop,warehouse_capacity,min,max,lead_time,avg,item description,base uom,po uom,abc classification,item category,category description,quantity on hand,product group,product group description,rank,discontinued,unit price_first tier,eor
PNS-EBT-ZION-CHER-18,,,,,,1,,CUSTOMPNS-ZIONWILDCHERRY-PMS485C-1/8,EA,EA,C,L,Custom,,L17,CustomPNS,Custom,No,,
PNS-EBT-ZION-ORG-18,,,,,,1,,CUSTOMPNS--ZIONCITRIUSORANGEPMS144C-1/8,EA,EA,C,L,Custom,,L17,CustomPNS,Custom,No,,
PNS-EBT-ZION-STRW-18,,,,,,1,,CUSTOMPNS-91.948X144X38.1-ZIONSTRAWBERRY-198C-18,EA,EA,C,L,Custom,,L17,CustomPNS,Custom,No,,
PNS-MSE-FS-H-VC,0,0,0,6000,6000,0,6000,PNS-MIDSHOUTHEXTRACTS-FULLSPECTRUM-HYBRID-VAPECART,EA,EA,,L,Custom,,L17,CustomPNS,Custom,No,,
PNS-MSE-FS-I-VC,0,0,0,6000,6000,0,6000,PNS-MIDSHOUTHEXTRACTS-FULLSPECTRUM-INDICA-VAPECART,EA,EA,,L,Custom,,L17,CustomPNS,Custom,No,,
PNS-MSE-FS-S-VC,0,0,0,6000,6000,0,6000,PNS-MIDSHOUTHEXTRACTS-FULLSPECTRUM-SATIVA-VAPECART,EA,EA,,L,Custom,,L17,CustomPNS,Custom,No,,
PNS-MSE-H-SY-1G,0,0,0,6000,6000,0,6000,PNS-MIDSHOUTHEXTRACTS-HYBRID-SYRINGE-1G,EA,EA,,L,Custom,,L17,CustomPNS,Custom,No,,
PNS-MSE-H-VP-1G,0,0,0,5800,5800,0,5800,PNS-MIDSHOUTHEXTRACTS-HYBRID-VAPECARTRIDGE-1G,EA,EA,,L,Custom,,L17,CustomPNS,Custom,No,,
PNS-MSE-I-SY-1G,0,0,0,5850,5850,0,5850,PNS-MIDSHOUTHEXTRACTS-HYBRID-SYRINGE-1G,EA,EA,,L,Custom,,L17,CustomPNS,Custom,No,,
PNS-MSE-I-VP-1G,0,0,0,6000,6000,0,6000,PNS-MIDSHOUTHEXTRACTS-INDICA-VAPECARTRIDGE-1G,EA,EA,,L,Custom,,L17,CustomPNS,Custom,No,,
PNS-MSE-S-VC1G,0,0,0,6000,6000,0,6000,PNS-MIDSHOUTHEXTRACTS-SATIVA-VAPECARTRIDGE-1G,EA,EA,,L,Custom,,L17,CustomPNS,Custom,No,,
PNS-MSE-SA-SY-1G,,,,,,1,,PNS-MIDSHOUTHEXTRACTS-SATIVA-SYRINGE-1G,EA,EA,,L,Custom,,L17,CustomPNS,Custom,No,,
POUCH-25,,,,,,1,,DefinitiveCleaningSolutionWipes25/bx,BOX,BOX,,PS,PrintShop,23,PS1,PrintShopSupplies,NotApplicable,No,,
PSB30,66666.66666666669,240000,464000,22000,48000,5,34666.666666666664,1000EASHRINKBANDPOPTOP30DRAM,EA,EA,C,A,FlowerContainers,16000,A14,ShrinkBands,Next250,No,0.02,2.0816659994661326
PSI-6515,0,0,-140,10,10,0,10,1000EABULKPRESSURESEAL65.15MM,CASE,CASE,,A,FlowerContainers,140,A25,CapLiners,SpecialOrder,No,,
PSI-GTCRC,1113.3333333333335,2600,4804,29,520,5,297.3333333333333,400CTPRESSURESEALINLINERGTCRCCAP,BAG,BAG,B,A,FlowerContainers,396,A25,CapLiners,Next250,No,6,1.2254319653426304
PSI-UPNORTH-ZEN49643,,,,,,1,,PRESSURELINERFORUPNORTHJAR,BAG,BAG,B,L,Custom,,L39,,Custom,No,,
PSI1,690.8333333333333,1580,1967,7,316,5,177.83333333333334,252CT-PRESSURESEALINLINER1OZ,BAG,BAG,C,A,FlowerContainers,1193,A25,CapLiners,Next250,No,6,0.5460109602437871
PSI1T6,315.83333333333326,1490,1954,175,298,5,234.83333333333334,1000CT-PRESSURESEALINLINER1-6OZ50MM,BAG,BAG,B,A,FlowerContainers,1026,A25,CapLiners,Top51-150,No,65,0.6765831673387876
PSI1T6-XT,767.5,1080,1948,9,216,5,62.5,1000CT-PRESSURESEALINLINERTHICK1-6OZ50MM,BAG,BAG,B,A,FlowerContainers,212,A25,CapLiners,Next250,No,85,0.767868896
PSI24,2791.666666666667,5685,8692,124,1137,5,578.6666666666666,120CT-PRESSURESEALINLINER2OZ&4OZ,BAG,BAG,B,A,FlowerContainers,2678,A25,CapLiners,Top51-150,No,10,0.6573912883129147
PSI24-XT,28.5,75,-292,10,25,3,15.5,120CT-PRESSURESEALINLINERTHICK2OZ&4OZ,BAG,BAG,B,A,FlowerContainers,442,A25,CapLiners,OtherPackaging,No,9.98,0.2648315438280245
PSI30ZKHSQ,6.75,15,-328,1,5,3,2.75,1000CT-PRESSURESEALLINERKH3OZSQUAREJAR44MM,BAG,BAG,C,A,FlowerContainers,358,A25,CapLiners,OtherPackaging,No,55.98,0.12394808789013291
PSI5,452.5,900,1657,7,180,5,89.5,250CTPRESSURESEALINLINER5ML,BAG,BAG,C,A,FlowerContainers,143,A25,CapLiners,OtherPackaging,No,5,1.118815558
PST13-BLK-1200,17.5,40,73,1,8,5,4.5,1200CTSQUEEZETOPSÂ«PST13OPAQUECRCONTAINER,BOX,BOX,,A,FlowerContainers,7,A2,CRPOPTOPS,Next250,No,159.98,1.1338934190276817
PST13-CLR-1200,18.333333333333336,40,77,1,8,5,4.333333333333333,1200CTSQUEEZETOPSPST13CRCLEAR,BOX,BOX,,A,FlowerContainers,3,A2,CRPOPTOPS,Next250,No,159.98,1.699673171197595
PST13-GRN-1200,11.25,40,80,4,8,5,5.75,1200CTSQUEEZETOPSÂ«PST13OPAQUECRCONTAINER,BOX,BOX,,A,FlowerContainers,,A2,CRPOPTOPS,Next250,No,159.98,
PST13-PUR-1200,7.000000000000002,30,53,3,6,5,4.6,1200CTSQUEEZETOPSÂ«PST13OPAQUECRCONTAINER,BOX,BOX,,A,FlowerContainers,7,A2,CRPOPTOPS,Next250,No,159.98,1.1464230084422218
PST13-RED-1200,1.9999999999999996,20,33,3,4,5,3.6,1200CTSQUEEZETOPSÂ«PST13OPAQUECRCONTAINER,BOX,BOX,,A,FlowerContainers,7,A2,CRPOPTOPS,Next250,No,159.98,1.014185106
PST13-RYB-1200,16,40,72,3,8,5,4.8,1200CTSQUEEZETOPSÂ«PST13OPAQUECRCONTAINER,BOX,BOX,,A,FlowerContainers,8,A2,CRPOPTOPS,Next250,No,159.98,1.0954451150103321
PST13-TAMB-1200,14,35,63,3,7,5,4.2,1200CTSQUEEZETOPSÂ«PST13CRCONTAINERTRANSA,BOX,BOX,,A,FlowerContainers,7,A2,CRPOPTOPS,Next250,No,159.98,1.0954451150103321
PST13-TGRN-1200,22,45,84,1,9,5,4.6,1200CTSQUEEZETOPSÂ«PST13CRCONTAINERTRANSG,BOX,BOX,,A,FlowerContainers,6,A2,CRPOPTOPS,Next250,No,159.98,1.2382783747337807
PST13-TORG-1200,13.333333333333336,40,73,3,8,5,5.333333333333333,1200CTSQUEEZETOPSÂ«PST13CRCONTAINERTRANSO,BOX,BOX,,A,FlowerContainers,7,A2,CRPOPTOPS,Next250,No,159.98,1.2344267996967353
PST13-TYEL-1200,12.000000000000002,40,78,4,8,5,5.6,1200CTSQUEEZETOPSPST13CRTRANSPARENTYELLOW,BOX,BOX,,A,FlowerContainers,2,A2,CRPOPTOPS,Next250,No,159.98,2.3664319132398464
PST13-WHT-1200,10,30,53,3,6,5,4,1200CTSQUEEZETOPSÂ«PST13OPAQUECRCONTAINER,BOX,BOX,,A,FlowerContainers,7,A2,CRPOPTOPS,Next250,No,159.98,1.0690449676496976
PST19-CLR-900,45.83333333333334,85,109,1,17,5,7.833333333333333,900CTSQUEEZETOPSÂ«PST19CRCONTAINERCLEAR,BOX,BOX,,A,FlowerContainers,61,A2,CRPOPTOPS,Next250,No,124.98,0.5067845706934023
PST19-PUR-900,5,16,3,1,4,4,2.75,900CTSQUEEZETOPSÂ«PST19OPAQUECRCONTAINERP,BOX,BOX,,A,FlowerContainers,29,A2,CRPOPTOPS,OtherPackaging,No,138.98,0.4354941703556927
PST19-TGRN-900,3,9,15,1,3,3,2,900CTSQUEEZETOPSÂ«PST19CRCONTAINERTRANSGR,BOX,BOX,,A,FlowerContainers,3,A2,CRPOPTOPS,OtherPackaging,No,138.98,1.1547005383792517
PST30-BLK-600,35,56,102,2,14,4,5.25,600CTSQUEEZETOPSPST30OPAQUECRBLACK,BOX,BOX,,A,FlowerContainers,10,A2,CRPOPTOPS,Next250,No,132.98,1.024695077
PST30-TGRN-600,17.5,35,55,1,7,5,3.5,600CTSQUEEZETOPSÂ«PST30CRCONTAINERTRANSGR,BOX,BOX,,A,FlowerContainers,15,A2,CRPOPTOPS,Next250,No,132.98,0.6831300510639732
PST60-CLR-275,52.5,125,250,7,25,5,14.5,275CTSQUEEZETOPSÂ«PST60CRCONTAINERCLEAR,BOX,BOX,,A,FlowerContainers,,A2,CRPOPTOPS,Next250,No,109.98,
PST8-1500-OMIX,5,20,15,2,5,4,3.75,1500CTSQUEEZETOPSÂ«PST8CRCONTAINEROPAQUEM,BOX,BOX,,A,FlowerContainers,25,A2,CRPOPTOPS,Next250,No,168.98,0.5477225575051661
PST8-BLK-1500,23.333333333333336,50,98,2,10,5,5.333333333333333,1500CTSQUEEZETOPSÂ«PST8OPAQUECRCONTAINERB,BOX,BOX,,A,FlowerContainers,2,A2,CRPOPTOPS,OtherPackaging,No,168.98,2.309401076758503
PVCRBK13,539.1666666666666,1115,1217,65,223,5,115.16666666666667,315CT-OPAQUEBLACKCRPOPTOPBOTTLE13DRAM,BOX,BOX,A,A,FlowerContainers,1013,A2,CRPOPTOPS,Top151-250,No,25,0.4768410917539791
PVCRBK13-BIO,72.8,156,312,3,39,4,20.8,315CTOPAQUEBLACKCRPOPTOP13DRAMBIODEGRAD,BOX,BOX,A,A,FlowerContainers,,A2,CRPOPTOPS,Next250,No,39,
PVCRBK19,784.1666666666667,1965,1790,125,393,5,236.16666666666666,225CT-OPAQUEBLACKCRPOPTOPBOTTLE19DRAM,BOX,BOX,A,A,FlowerContainers,2140,A2,CRPOPTOPS,Top151-250,No,25,0.46980475828095525
PVCRBK19-BIO,284.8,492,984,12,123,4,51.8,225CTOPAQUEBLACKCRPOPTOP19DRAMBIODEGRAD,BOX,BOX,A,A,FlowerContainers,,A2,CRPOPTOPS,Next250,No,39,
PVCRBK30,748.3333333333335,2930,3037,248,586,5,436.3333333333333,150CT-OPAQUEBLACKCRPOPTOPBOTTLE30DRAM,BOX,BOX,A,A,FlowerContainers,2823,A2,CRPOPTOPS,Top51-150,No,25,0.5559922713788727
PVCRBK30-BIO,145.83333333333334,300,600,1,60,5,30.833333333333332,150CTOPAQUEBLACKCRPOPTOP30DRAMBIODEGRAD,BOX,BOX,A,A,FlowerContainers,,A2,CRPOPTOPS,Next250,No,45,
PVCRBK60,3333.333333333333,6735,13470,1,1347,5,680.3333333333334,75CT-OPAQUEBLACKCRPOPTOPBOTTLE60DRAM,BOX,BOX,A,A,FlowerContainers,,A2,CRPOPTOPS,Top151-250,No,19,
PVCRBK60-BIO,60,201,402,8,67,3,47,75CTOPAQUEBLACKCRPOPTOP60DRAMBIODEGRAD,BOX,BOX,A,A,FlowerContainers,,A2,CRPOPTOPS,Next250,No,22,
PVCRBK90,3201.666666666666,5505,8110,169,1101,5,460.6666666666667,64CT-OPAQUEBLACKCRPOPTOPBOTTLE90DRAM,BOX,BOX,A,A,FlowerContainers,2900,A2,CRPOPTOPS,Top51-150,No,29,0.5636498464696743
PVCRC13,949.1666666666665,1535,1838,8,307,5,117.16666666666667,315CTCLEARCHILDRESISTANTPOPTOP13DR,BOX,BOX,C,A,FlowerContainers,1232,A2,CRPOPTOPS,Top51-150,No,25,0.4361257017255779
PVCRC13-BIO,122,205,175,4,41,5,16.6,315CTCLEARCRPOPTOP13DRBIODEGRAD,BOX,BOX,A,A,FlowerContainers,235,A2,CRPOPTOPS,OtherPackaging,No,30,0.3758677902463589
PVCRC19,402.5,800,-3486,31,160,5,79.5,225CTCLEARCHILDRESISTANTPOPTOP19DR,BOX,BOX,C,A,FlowerContainers,5086,A2,CRPOPTOPS,Next250,No,25,0.17681144939021884
PVCRC30,770,1320,2489,36,264,5,110,150CTCLEARCHILDRESISTANTPOPTOP30DR,BOX,BOX,C,A,FlowerContainers,151,A2,CRPOPTOPS,Next250,No,25,1.2070433473509168
PVCRC60,2040.8,3212,6424,10,803,4,292.8,75CTCLEARCHILDRESISTANTPOPTOP60DR,BOX,BOX,C,A,FlowerContainers,,A2,CRPOPTOPS,Next250,No,20,
PVCRCB19,106.66666666666666,250,309,7,50,5,28.666666666666668,225CT-OPAQUEBLUEBERRYCRPOPTOP19DR,BOX,BOX,C,A,FlowerContainers,191,A2,CRPOPTOPS,Next250,No,24.98,0.5478818486405697
PVCRCB30,241.66666666666669,510,925,9,102,5,53.666666666666664,150CT-OPAQUEBLUEBERRYCRPOPTOP30DR,BOX,BOX,C,A,FlowerContainers,95,A2,CRPOPTOPS,Next250,No,25,1.0629320586959021
PVCRCB60,161.6,340,680,3,85,4,44.6,75CT-OPAQUEBLUEBERRYCRPOPTOP60DR,BOX,BOX,C,A,FlowerContainers,,A2,CRPOPTOPS,Next250,No,20,
PVCRG13,118.33333333333334,230,270,4,46,5,22.333333333333332,315CT-TRANSPARENTGREENCRPOPTOP13DR,BOX,BOX,C,A,FlowerContainers,190,A2,CRPOPTOPS,Next250,No,31.98,0.4848584528480922
PVCRG30,630.8333333333334,1000,1382,12,200,5,73.83333333333333,150CT-TRANSPARENTGREENCRPOPTOP30DR,BOX,BOX,C,A,FlowerContainers,618,A2,CRPOPTOPS,Next250,No,25,0.4888177843751873
PVCRG60,361.6,572,1144,16,143,4,52.6,75CT-TRANSPARENTGREENCRPOPTOP60DR,BOX,BOX,C,A,FlowerContainers,,A2,CRPOPTOPS,Next250,No,25,
PVCRGD30,1027.5,1505,3010,6,301,5,95.5,150CT-OPAQUEGOLDCRPOPTOPBOTTLE30DRAM,BOX,BOX,B,A,FlowerContainers,,A2,CRPOPTOPS,Next250,No,25,
PVCRGD60,152.8,316,632,7,79,4,40.8,75CT-OPAQUEGOLDCRPOPTOPBOTTLE60DRAM,BOX,BOX,B,A,FlowerContainers,,A2,CRPOPTOPS,OtherPackaging,No,33.58,
PVCRL19,121.66666666666669,305,482,3,61,5,36.666666666666664,225CT-OPAQUELIMECRPOPTOP19DR,BOX,BOX,C,A,FlowerContainers,128,A2,CRPOPTOPS,Next250,No,34,0.7569125885243729
PVCRL30,750.8333333333335,1120,1641,17,224,5,73.83333333333333,150CT-OPAQUELIMECRPOPTOP30DR,BOX,BOX,C,A,FlowerContainers,599,A2,CRPOPTOPS,Next250,No,25,0.49650979958060953
PVCRL60,379,660,1320,2,132,5,56.2,75CT-OPAQUELIMECRPOPTOP60DR,BOX,BOX,C,A,FlowerContainers,,A2,CRPOPTOPS,Next250,No,25,
PVCRLM19,59.16666666666667,105,106,2,21,5,9.166666666666666,225CT-OPAQUELEMONCRPOPTOP19DR,BOX,BOX,C,A,FlowerContainers,104,A2,CRPOPTOPS,OtherPackaging,No,30,0.4198595613798158
PVCRPG30,221.66666666666669,470,940,13,94,5,49.666666666666664,150CT-OPAQUEGRAPECRPOPTOP30DR,BOX,BOX,C,A,FlowerContainers,,A2,CRPOPTOPS,Next250,No,25,
PVCRS30,971,1560,3070,5,312,5,117.8,150CT-TRANSPARENTSMOKECRPOPTOP30DR,BOX,BOX,C,A,FlowerContainers,50,A2,CRPOPTOPS,Next250,No,25,2.1707141681944218
PVCRST30,56.66666666666666,175,308,12,35,5,23.666666666666668,150CT-OPAQUESTRAWBERRYCRPOPTOP30DR,BOX,BOX,C,A,FlowerContainers,42,A2,CRPOPTOPS,Next250,No,25,1.0615950861718073
PVCRST60,153.33333333333334,280,556,3,56,5,25.333333333333332,75CTOPAQUESTRAWBERRYCRPOPTOP60DR,BOX,BOX,C,A,FlowerContainers,4,A2,CRPOPTOPS,OtherPackaging,No,25,3.5590260840104366
PVCRW13,275.8333333333333,480,794,13,96,5,40.833333333333336,315CT-OPAQUEWHITECRPOPTOPBOTTLE13DRAM,BOX,BOX,B,A,FlowerContainers,166,A2,CRPOPTOPS,Next250,No,25,0.7014042140491771
PVCRW13-BIO,89.16666666666666,170,257,3,34,5,16.166666666666668,315CTOPAQUEWHITECRPOPTOP13DRAMBIODEGRAD,BOX,BOX,A,A,FlowerContainers,83,A2,CRPOPTOPS,Next250,No,34.98,0.6241460028965393
PVCRW19,297.5,480,-1613,1,96,5,36.5,225CT-OPAQUEWHITECRPOPTOPBOTTLE19DRAM,BOX,BOX,B,A,FlowerContainers,2573,A2,CRPOPTOPS,OtherPackaging,No,25,0.16843856660220383
PVCRW30,2600,4190,7412,70,838,5,318,150CT-OPAQUEWHITECRPOPTOPBOTTLE30DRAM,BOX,BOX,A,A,FlowerContainers,968,A2,CRPOPTOPS,Top51-150,No,25,0.8105706590966822
PVCRW30-BIO,240.8,380,672,4,95,4,34.8,150CTOPAQUEWHITECRPOPTOP30DRAMBIODEGRAD,BOX,BOX,A,A,FlowerContainers,88,A2,CRPOPTOPS,Next250,No,45,0.8893306982833162
PVCRW60,2140.833333333333,2930,4407,4,586,5,157.83333333333334,75CT-OPAQUEWHITECRPOPTOPBOTTLE60DRAM,BOX,BOX,A,A,FlowerContainers,1453,A2,CRPOPTOPS,Next250,No,29,0.4661026316440516
PVCRW90,1105,1575,2144,29,315,5,94,64CT-OPAQUEWHITECRPOPTOPBOTTLE90DRAM,BOX,BOX,A,A,FlowerContainers,1006,A2,CRPOPTOPS,Top151-250,No,49,0.4322947231162958
QSCR5PREROLLSL-BK,51.66666666666666,205,254,18,41,5,30.666666666666668,100CTBOXCR5PREROLLSLIMBLACK,CASE,CASE,C,A,FlowerContainers,156,A28,Boxes,Top151-250,No,99,0.6270266287506402
QSCR5PREROLLSL-WT,83.33333333333334,175,323,4,35,5,18.333333333333332,100CTBOXCR5PREROLLSLIMWHITE,CASE,CASE,C,A,FlowerContainers,27,A28,Boxes,Next250,No,99,1.1653431646335017
QSCRM5SL-BK,228.33333333333331,460,580,12,92,5,46.333333333333336,100CTBOXCRM5NOWINDOWSLIMBLACK,CASE,CASE,C,A,FlowerContainers,340,A28,Boxes,Top151-250,No,89,0.5220622756030578
QSCRM5SL-WT,51.66666666666666,155,-435,9,31,5,20.666666666666668,100CTBOXCRM5NOWINDOWSLIMWHITE,CASE,CASE,C,A,FlowerContainers,745,A28,Boxes,Next250,No,89,0.2355440178396487
QSCRTUBEBOX-BK,455.83333333333337,870,1070,12,174,5,82.83333333333333,100CTTUBEBOXCRBLACK,CASE,CASE,C,A,FlowerContainers,670,A28,Boxes,Top51-150,No,84,0.4972561528951048
QSCRTUBEBOX-WT,579.1666666666667,850,1328,10,170,5,54.166666666666664,100CTTUBEBOXCRWHITE,CASE,CASE,C,A,FlowerContainers,372,A28,Boxes,Top151-250,No,84,0.5396467715022777
RAESAMPLEBOX,67.5,155,8,9,31,5,17.5,RAEDEVICESAMPLEBOXCARTRIDGES,BOX,BOX,,SMPL,Samples,302,SMPL16,Cartridge,NotApplicable,No,,
RAESAMPLEBOX2,53.33333333333334,155,20,15,31,5,20.333333333333332,RAEDEVICESAMPLEBOXDISPOSABLES,BOX,BOX,,SMPL,Samples,290,SMPL16,Cartridge,NotApplicable,No,,
RAZBLADE-100,,,,,,1,,RAZORBLADES100CT,BOX,BOX,,PS,PrintShop,1,PS1,PrintShopSupplies,NotApplicable,No,,
RCA13,54.16666666666666,190,379,15,38,5,27.166666666666668,275CT-REVERSIBLECAPAMBER13DRAM,BOX,BOX,A,A,FlowerContainers,1,A3,ReversibleCaps,Next250,No,37.96,7.371114795831994
RCA16,119.16666666666669,195,279,6,39,5,15.166666666666666,230CT-REVERSIBLECAPAMBER16DRAM,BOX,BOX,B,A,FlowerContainers,111,A3,ReversibleCaps,OtherPackaging,No,39,0.522755462
RCA40,77.5,130,142,2,26,5,10.5,150CTREVERSIBLECAPAMBER40DRAM,BOX,BOX,B,A,FlowerContainers,118,A3,ReversibleCaps,OtherPackaging,No,32,0.4218602869374116
RCA60,22.4,64,128,4,16,4,10.4,100CTREVERSIBLECAPAMBER60DRAM,BOX,BOX,B,A,FlowerContainers,,A3,ReversibleCaps,OtherPackaging,No,35,
RCB60,37.5,80,133,3,16,5,8.5,100CTREVERSIBLECAPBLUE60DRAM,BOX,BOX,B,A,FlowerContainers,27,A3,ReversibleCaps,OtherPackaging,No,37.96,0.7934920476158722
RCBB08,310.83333333333337,665,1194,24,133,5,70.83333333333333,410CT-REVERSIBLECAPBLACK8DRAM,BOX,BOX,B,A,FlowerContainers,136,A3,ReversibleCaps,Top151-250,No,38.96,1.0206207261596574
RCBB13,46.66666666666666,155,-69,5,31,5,21.666666666666668,275CT-REVERSIBLECAPBLACK13DRAM,BOX,BOX,A,A,FlowerContainers,379,A3,ReversibleCaps,Next250,No,32,0.33813602566978984
RCBB20,230.83333333333331,470,284,16,94,5,47.833333333333336,240CT-REVERSIBLECAPBLACK20DRAM,BOX,BOX,A,A,FlowerContainers,656,A3,ReversibleCaps,Next250,No,32,0.3818813079129867
RCBB30,578.75,1015,2026,40,203,5,87.25,190CT-REVERSIBLECAPBLACK30DRAM,BOX,BOX,A,A,FlowerContainers,4,A3,ReversibleCaps,Top151-250,No,36,6.604922406811453
RCBB40,349.16666666666674,530,-15,8,106,5,36.166666666666664,150CT-REVERSIBLECAPBLACK40DRAM,BOX,BOX,A,A,FlowerContainers,1075,A3,ReversibleCaps,Next250,No,32,0.25939703488171634
RCBB60,469.16666666666674,695,963,10,139,5,45.166666666666664,100CT-REVERSIBLECAPBLACK60DRAM,BOX,BOX,A,A,FlowerContainers,427,A3,ReversibleCaps,Next250,No,32,0.4599494253160404
RCG20,0.5,2,-263,1,2,1,1.5,240CT-REVERSIBLECAPGREEN20DRAM,BOX,BOX,B,A,FlowerContainers,267,A3,ReversibleCaps,Next250,No,39.96,0.105999788
RCGDB20,49.6,108,189,4,27,4,14.6,240CTREVERSIBLECAPGOLD20DRAMBLANKCAP,BOX,BOX,C,A,FlowerContainers,27,A3,ReversibleCaps,Next250,No,36,1.039943018382008
RCP13,31.66666666666666,120,97,13,24,5,17.666666666666668,275CT-REVERSIBLECAPPURPLE13DRAM,BOX,BOX,B,A,FlowerContainers,143,A3,ReversibleCaps,Next250,No,37,0.49707770729157336
RCP20,436.66666666666674,750,1455,8,150,5,62.666666666666664,240CT-REVERSIBLECAPPURPLE20DRAM,BOX,BOX,B,A,FlowerContainers,45,A3,ReversibleCaps,Top151-250,No,36,1.668887409
RCSG16,36.75,105,210,12,35,3,22.75,230CTREVERSIBLECAPGREENSOLID16DRAM,BOX,BOX,B,A,FlowerContainers,,A3,ReversibleCaps,Next250,No,35,
RCSG20,120,210,150,7,42,5,18,240CT-REVERSIBLECAPGREENSOLID20DRAM,BOX,BOX,A,A,FlowerContainers,270,A3,ReversibleCaps,Next250,No,32,0.3651483716701107
RCSG30,82,150,265,2,30,5,13.6,190CTREVERSIBLECAPGREENSOLID30DRAM,BOX,BOX,B,A,FlowerContainers,35,A3,ReversibleCaps,Next250,No,38,0.8815570640309435
RCSG40,99.16666666666666,185,102,1,37,5,17.166666666666668,150CT-REVERSIBLECAPGREENSOLID40DRAM,BOX,BOX,B,A,FlowerContainers,268,A3,ReversibleCaps,OtherPackaging,No,32,0.35792380856310524
RCW13,207.5,440,512,1,88,5,46.5,275CT-REVERSIBLECAPWHITE13DRAM,BOX,BOX,B,A,FlowerContainers,368,A3,ReversibleCaps,Next250,No,39,0.5027100469498773
RCW30,246.66666666666663,750,1218,57,150,5,100.66666666666667,190CT-REVERSIBLECAPWHITE30DRAM,BOX,BOX,A,A,FlowerContainers,282,A3,ReversibleCaps,Top151-250,No,32.98,0.8449544310456839
RCW40,257,530,-101,15,106,5,54.6,150CTREVERSIBLECAPWHITE40DRAM,BOX,BOX,B,A,FlowerContainers,1161,A3,ReversibleCaps,Next250,No,32,0.3066868884468647
REARCSC70,,,,,,1,,FILMCURLSUPRESSORREARRASP,EA,EA,,PS,PrintShop,2,PS1,PrintShopSupplies,NotApplicable,No,,
ROTO-STGBG,,,,,,1,,StorageBagPlasticFlexibleDie19x27Handle,EA,EA,,PS,PrintShop,25,PS1,PrintShopSupplies,NotApplicable,No,,
RSB13,125000,225000,450000,2000,45000,5,20000,1000CTSHRINKBANDREVERSECAP13DRAM,EA,EA,C,A,FlowerContainers,,A14,ShrinkBands,OtherPackaging,No,0.02,
RT-ADACRT10K,,,,,,1,,ADETROITALTERNATIVECUSTOMROLLINGTRAYS,EA,EA,C,L,Custom,,L21,CustomRollingTrays,Custom,No,,
RT-AG1,,,,,,1,,ROLLINGTRAYSALWAYSGREENER,EA,EA,C,L,Custom,,L21,CustomRollingTrays,Custom,No,,
RT-HCC2500,,,,,,1,,HARBORCITYCLINICCUSTOMROLLINGTRAYS,EA,EA,C,L,Custom,,L21,CustomRollingTrays,Custom,No,,
RT-HFD2500,,,,,,1,,CUSTOMROLLINGTRAYHIGHFIVEDISPENSARY,EA,EA,C,L,Custom,,L21,CustomRollingTrays,Custom,No,,
RT-HT99,,,,,,1,,ROLLINGTRAYS99HIGHTIDE,EA,EA,C,L,Custom,,L21,CustomRollingTrays,Custom,No,,
RT-SW1,,,,,,1,,ROLLINGTRAYSSTONERWARS,EA,EA,C,L,Custom,,L21,CustomRollingTrays,Custom,No,,
RTECRT2500,,,,,,1,,EUFLORACUSTOMROLLINGTRAYS,EA,EA,C,L,Custom,,L21,CustomRollingTrays,Custom,No,,
SAR2X2,,,,,,1,,SEDGWICKALTERNATIVERELIEF2X2WARNINGLABELS1/,ROLL,ROLL,C,L,Custom,,L11,CustomLabels,Custom,No,,
SB8-RH62-300,3,8,15,1,2,4,1.25,BOOSTHUMIDITYPACKS628GRAM300-BOX,BOX,BOX,,420PACK,420PackagingItems,1,420DISCO,DiscoItems,OtherPackaging,No,125.98,1.5811388300841898
SBCC40,,,,,,1,,STONEYBROTHERSCUSTOMCAPS,EA,EA,C,L,Custom,,L6,CustomCaps,Custom,No,,
SFM-LIQUIDPOUCH-WHT,,,,,,1,,STICKERFARMER-LIQUIDPOUCH/WHITE-11X8X9,EA,EA,C,L,Custom,,L15,CustomMylarBags,Custom,No,,
SMPL-1004142-000000,,,,,,1,,SAMPLEV33ozRoundReserveJar,EA,EA,,SMPL,Samples,,GNLNS,GreenlaneSamples,NotApplicable,No,,
SMPL-1005425-000000,,,,,,1,,SAMPLE0.5g/1gPalmNTurnConcentrateCapWht,EA,EA,,SMPL,Samples,,GNLNS,GreenlaneSamples,NotApplicable,No,,
SMPL-1005429-000000,,,,,,1,,SAMPLE1gPalmNTurnGlassConcentrateJarWhite,EA,EA,,SMPL,Samples,,GNLNS,GreenlaneSamples,NotApplicable,No,,
SMPL-1006088-000000,,,,,,1,,SAMPLE15mLGlassDropperBottle18/410MatteWht,EA,EA,,SMPL,Samples,,GNLNS,GreenlaneSamples,NotApplicable,No,,
SMPL-1007511-000000,,,,,,1,,SAMPLEShort0.5mlCRVapeCapsuleClearLidNEW,EA,EA,,SMPL,Samples,,GNLNS,GreenlaneSamples,NotApplicable,No,,
SMPL-1008377-000000,,,,,,1,,SAMPLESingle-WallPolyproMoldedJarWht8oz70mm,EA,EA,,SMPL,Samples,,GNLNS,GreenlaneSamples,NotApplicable,No,,
SMPL-1012069-000000,0,0,-50,2,2,0,2,SAMPLEFlushV2JarGlass5ozRD48/400CLR,EA,EA,,SMPL,Samples,50,GNLNS,GreenlaneSamples,NotApplicable,No,,
