item no.,safety_stock,rop,warehouse_capacity,min,max,lead_time,avg,item description,base uom,po uom,abc classification,item category,category description,quantity on hand,product group,product group description,rank,discontinued,unit price_first tier,eor
CL-VY-TE-PS-VN-MT,0,0,0,1,1,0,1,CL-VAYU-TAMPEREVIDENT-PASSIONFRUIT-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-VYC-1G-HSH-VNY-M,,,,,,1,,CL-VAYUCBD-1G-HYBRIDSOURHAWAIIANTHC-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-VYC-1G-HSHD-VNY-M,0,0,0,1,1,0,1,CL-VAYUCBD-1G-HYBRIDSOURHAWAIIANDELTA8-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-VYC-1G-HSLD-VNY-M,0,0,0,1,1,0,1,CL-VAYUCBD-1G-HYBRIDSOURLIFTERDELTA8-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-VYC-1G-HSLT-VNY-M,,,,,,1,,CL-VAYUCBD-1G-HYBRIDSOURLIFTERTHC-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-VYC-1G-HSSD-VNY-M,,,,,,1,,CL-VAYUCBD-1G-HYBRIDSOURSUVERDELTA8-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-VYC-1G-HSST-VNY-M,,,,,,1,,CL-VAYUCBD-1G-HYBRIDSOURSUVERTHC-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-VYC-1G-HWCB-VNY-M,0,0,0,1,1,0,1,CL-VAYUCBD-1G-HYBRIDWHITECBGDELTA8-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-VYC-1G-HWCT-VNY-M,,,,,,1,,CL-VAYUCBD-1G-HYBRIDWHITECBGTHC-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-VYC-1G-SSDD-VNY-M,0,5,10,1,1,5,1,CL-VAYUCBD-1G-SATIVASOURDIESELDELTA8-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-VYC-1G-SSDT-VNY-M,0,0,0,1,1,0,1,CL-VAYUCBD-1G-SATIVASOURDISEL-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-VYC-SKTZ-D8-VN-M,0,2,4,1,1,2,1,CL-VAYUCBD-SKITTLEZ-DELTA8-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-VYS-SDD87G-VN-MT,0,0,0,1,1,0,1,CL-VAYUSATIVA-SOURDIESELDELTA87GRAM-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-W-CBD-PR-BUBBAKU,0,4,8,1,1,4,1,CUSTOMLABEL-WICKED-CBD-PREROLL-BUBBBAKUSH,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-W-CBD-PR-FPEBBS,0,4,8,1,1,4,1,CUSTOMLABEL-WICKED-CBD-PREROLL-FRUITYPEBBLES,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-W-CBD-PR-HH,0,4,8,1,1,4,1,CUSTOMLABEL-WICKED-CBD-PREROLL-HAWAIIANHAZE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-W-CBD-PR-LIFTER,0,4,8,1,1,4,1,CUSTOMLABEL-WICKED-CBD-PREROLL-LIFTER,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-W-CBD-PR-PINEEXP,0,0,0,1,1,0,1,CUSTOMLABEL-WICKED-CBD-PREROLL-PINEAPPLEEXPRESS,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-W-D8-PR-BLUED,0,4,8,1,1,4,1,CUSTOMLABEL-WICKED-DELTA8-PREROLL-BLUEDREAM,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-W-D8-PR-GCRACK,0,0,0,1,1,0,1,CUSTOMLABEL-WICKED-DELTA8-PREROLL-GREENCRACK,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-W-D8-PR-GSC,0,0,0,1,1,0,1,CUSTOMLABEL-WICKED-DELTA8-PREROLL-GIRLSCOUTCOOKIES,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-W-D8-PR-NLTS,0,0,0,1,1,0,1,CUSTOMLABEL-WICKED-DELTA8-PREROLL-NORTHERNLIGHTS,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-W-D8-PR-SKYOG,0,0,0,1,1,0,1,CUSTOMLABEL-WICKED-DELTA8-PREROLL-SKYWALKEROG,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-W-D8-PR-ZKTLS,0,0,0,1,1,0,1,CUSTOMLABEL-WICKED-DELTA8-PREROLL-ZKITTLES,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-W-TE-ALIENCOOKIES,,,,,,1,,CUSTOMLABEL-WICKED-TAMPEREVIDENT-ALIENCOOKIES,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-W-TE-ICECREAMCAKE,,,,,,1,,CUSTOMLABEL-WICKED-TAMPEREVIDENT-ICECREAMCAKE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-W-TE-SOURDOG,,,,,,1,,CUSTOMLABEL-WICKED-TAMPEREVIDENT-SOURDIESELOG,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WB-HYBRID,,,,,,1,,WEEDBUSH-HYBRIDTUBELABEL1/ROLL,ROLL,ROLL,C,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WB-INDICA,,,,,,1,,WEEDBUSH-INIDICATUBELABEL1/ROLL,ROLL,ROLL,C,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WB-SATIVA,,,,,,1,,WEEDBUSHSATIVATUBELABEL1/ROLL,ROLL,ROLL,C,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WCC-3.5G-SV-MT,0,20,40,20,20,1,20,CLWESTCOASTCURE-3.5G-SILVER-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WCC-3.5G-TS-3OZ,,,,,,1,,,,,,,,,,,NotApplicable,No,,
CL-WCC-3.5G-TSF-3OZ,0,0,0,20,20,0,20,CLWESTCOASTCURE-3.5G-TOPSHELF-SILVER-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WCC-3.5G-VN-MT,0,60,120,20,20,3,20,CL-WESTCOASTCURECURE-3.5G-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WCC-4J-VN-MT,3.3333333333333357,40,80,15,20,2,18.333333333333332,CL-WESTCOASTCURE-4OZJAR-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WCC-4J-VN-MT-NEW,,,,,,1,,CL-WESTCOASTCURE-4OZJAR-VINYL-MATTE-NEW,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WCKD-PR-SOURD,0,4,8,1,1,4,1,CUSTOMLABEL-WICKED-PREROLL-SOURDIESEL,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WCKED-PR-EK-MATTE,0,0,0,1,1,0,1,CUSTOMLABEL-WICKED-PREROLL-ELEKTRA-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WCKED-PR-SC-MATTE,0,0,0,1,1,0,1,CUSTOMLABEL-WICKED-PREROLL-SOURCANDY-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WCKED-PR-SS-MATTE,0,0,0,1,1,0,1,CUSTOMLABEL-WICKED-PREROLL-SPECIALSAUCE-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
"CL-WCN1""",,,,,,1,,"WESTCOASTNATIONCUSTOM1""CONCENTRATELABELS1/",ROLL,ROLL,C,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WEEDWAY-PR,0,0,0,3,3,0,3,CUSTOMLABEL-WEEDWAY-PREROLL,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WH-B-SV-MT,0,0,0,1,1,0,1,CL-WONKAHOLDINGS-BLUE-SILVER-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WH-GR-SV-MT,0,0,0,1,1,0,1,CL-WONKAHOLDINGS-GREEN-SILVER-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WH-LB-SV-MT,0,0,0,1,1,0,1,CL-WONKAHOLDINGS-LIGHTBLUE-SILVER-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WH-PINK-SV-MT,0,0,0,1,1,0,1,CL-WONKAHOLDINGS-PINK-SILVER-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WH-PR-SV-MT,0,0,0,1,1,0,1,CL-WONKAHOLDINGS-PURPLE-SILVER-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WICKED-4OZ,0,0,0,1,1,0,1,CUSTOMLABEL-WICKED-4OZ-matte,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WKD-TE-AFSKUNK,0,0,0,1,1,0,1,CUSTOMLABEL-WICKED-TAMPEREVIDENT-AFGHANSKUNK,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WKD-TE-BDREAM,0,0,0,1,1,0,1,CUSTOMLABEL-WICKED-TAMPEREVIDENT-BLUEDREAM,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WKD-TE-BUBBAKUSH,,,,,,1,,CUSTOMLABEL-WICKED-TAMPEREVIDENT-BUBBAKUSH,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WKD-TE-ELEKTRA,,,,,,1,,CUSTOMLABEL-WICKED-TAMPEREVIDENT-ELEKTRA,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WKD-TE-FRUITYPEBB,0,0,0,1,1,0,1,CUSTOMLABEL-WICKED-TAMPEREVIDENT-FRUITYPEBBLES,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WKD-TE-HHAZE,,,,,,1,,CUSTOMLABEL-WICKED-TAMPEREVIDENT-HAWAIIANHAZE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WKD-TE-LIFTER,,,,,,1,,CUSTOMLABEL-WICKED-TAMPEREVIDENT-LIFTER,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WKD-TE-PEXPRESS,0,0,0,1,1,0,1,CUSTOMLABEL-WICKED-TAMPEREVIDENT-PINEAPPLEEXPRESS,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WKD-TE-PPUNCH,0,0,0,1,1,0,1,CUSTOMLABEL-WICKED-TAMPEREVIDENT-PURPLEPUNCH,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WKD-TE-SKYWALKOG,,,,,,1,,CUSTOMLABEL-WICKED-TAMPEREVIDENT-SKYWALKEROG,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WKD-TE-SOURSPACEC,,,,,,1,,CUSTOMLABEL-WICKED-TAMPEREVIDENT-SOURSPACECANDY,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WKD-TE-SPECSAUCE,,,,,,1,,CUSTOMLABEL-WICKED-TAMPEREVIDENT-SPECIALSAUCE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WKD-TE-ZKITTLES,,,,,,1,,CUSTOMLABEL-WICKED-TAMPEREVIDENT-ZKITTLES,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WKO-116M-VNY-MT,0,0,0,1,1,0,1,CL-WICKEDONLINE-116MM-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WLR-VN-MT,0,0,0,3,3,0,3,CL-WILLIESRESERVE-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WLVRNSL,,,,,,1,,WOLVERINEEXTRACTSSHATTERLABEL1/ROLL,ROLL,ROLL,C,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WO-TE-JACKFROST,0,0,0,1,1,0,1,CUSTOMLABEL-1.875X3.4421ARM-T.E.-JACKFROST-BOPP,ROLL,ROLL,C,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WOLVERINE-1X3,,,,,,1,,WOLVERINEEXTRACTS1X3LABEL1/ROLL,ROLL,ROLL,C,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WOLVERINE-3X3,,,,,,1,,WOLVERINEEXTRACTS3X3LABELVINYL1/ROLL,ROLL,ROLL,C,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WR-CL-GL,2.5,10,20,5,10,1,7.5,CUSTOMLABEL-WILLIESRESERV-CLEAR-GLOSS,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WR-FFH-VN-MT,3.333333333333334,10,20,1,2,5,1.3333333333333333,CL-WILLIESRESERVE-FORBIDDENFRUITHYBRID-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WR-H-1G-VN-MT,48.75,75,150,1,15,5,5.25,CL-WILLIESRESERVE-HYBRID-1G-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WR-H-2X1/2-VN-MT,10,40,80,5,10,4,7.5,CL-WILLIESRESERVE-HYBRID-2X1/2-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WR-H-51/2PR-TIN,0,0,0,4,4,0,4,CL-WILLIESRESERVE-HYBRID-51/2PR-VINYL-MATTE-TIN,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WR-HYBRID-VN-MT,63.75,100,200,2,20,5,7.25,CL-WILLIESRESERVE-CIRCLE-HYBRID-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WR-I-1G-VN-MT,43.33333333333334,75,150,1,15,5,6.333333333333333,CL-WILLIESRESERVE-INDICA-1GRAM-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WR-I-2X1/2-VN-MT,10,40,80,5,10,4,7.5,CL-WILLIESRESERVE-INDICA-2X1/2-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WR-I-51/2PR-TIN,0,0,0,2,2,0,2,CL-WILLIESRESERVE-INDICA-51/2PR-TIN-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WR-IND-VN-MT,63.75,100,200,2,20,5,7.25,CL-WILLIESRESERVE-CIRCLE-INDICA-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WR-LKH-VN-MT,3.333333333333334,10,20,1,2,5,1.3333333333333333,CL-WILLIESRESERVE-LEMONADEKUSHHYBRID-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WR-OKI-VN-MT,3.333333333333334,10,20,1,2,5,1.3333333333333333,CL-WILLIESRESERVE-OGKUSHINDICA-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WR-S-1G-VN-MT,45,75,150,1,15,5,6,CL-WILLIESRESERVE-SATIVA-1G-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WR-S-2X1/2-VN-MT,8,20,40,2,10,2,6,CL-WILLIESRESERVE-SATIVA-2X1/2-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WR-S-51/2PR-TIN,0,0,0,2,2,0,2,CL-WILLIESRESERVE-SATIVA-51/2PR-VINYL-MATTE-TIN,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WR-SAT-VN-MT,22.5,60,120,5,20,3,12.5,CL-WILLIESRESERVE-CIRCLE-SATIVA-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-WR-SDS-VN-MT,3.333333333333334,10,20,1,2,5,1.3333333333333333,CL-WILLIESRESERVE-SOURDIESELSATIVA-VINYL-MATTE,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-XTRX-.5CART-HYBRD,,,,,,1,,CUSTOMLABEL-XTRAX-.5CART-HYBRID,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-XTRX-.5CART-INDIC,,,,,,1,,CUSTOMLABEL-XTRAX-.5CART-INDICA,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-XTRX-.5DSP-HYBRID,,,,,,1,,CUSTOMLABEL-XTRAX-.5DISPOSABLE-HYBRID,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-XTRX-.5DSP-INDICA,,,,,,1,,CUSTOMLABEL-XTRAX-.5DISP-INDICA,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-XTRX-RSO-INDICA,,,,,,1,,CUSTOMLABEL-XTRAX-RSO-INDICA,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-YERBUENABT,,,,,,1,,YERBABUENA-BLUNTTUBELABEL1/ROLL,ROLL,ROLL,C,L,Custom,,L11,CustomLabels,Custom,No,,
CL-YERBUENAJT,,,,,,1,,YERBABUENA-JOINTTUBELABEL1/ROLL,ROLL,ROLL,C,L,Custom,,L11,CustomLabels,Custom,No,,
CL-YMLSNCHZ-3X1,,,,,,1,,CreatedbyCk.Repl.Path,,,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-YPSLNTRE31,,,,,,1,,YPSILANTREES3X11/ROLL,ROLL,ROLL,C,L,Custom,,L11,CustomLabels,Custom,No,,
CL-YSB-2G,,,,,,1,,CUSTOMLABEL-YELLOWSTONEBUDS-2G,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-YSB-3.5G,,,,,,1,,CUSTOMLABEL-YELLOWSTONEBUDS-3.5G,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CL-ZEKI24,,,,,,1,,ZEKI-2OZ-4OZ-TE1/ROLL,ROLL,ROLL,C,L,Custom,,L11,CustomLabels,Custom,No,,
CL-ZP-95MM-G,0,0,0,6,6,0,6,CL-ZIPPIX-95MM-HIGHGLOSS,ROLL,ROLL,C,L,Custom,,L11,CustomLabels,Custom,No,,
CL-ZP-VN-GL,0,0,0,5,5,0,5,CL-ZIPPIZ-VINYL-GLOSS,ROLL,ROLL,,L,Custom,,L11,CustomLabels,Custom,No,,
CLCG15,,,,,,1,,"CUSTOMLABELCOWGIRLLA1.5""1/ROLL",ROLL,ROLL,C,L,Custom,,L11,CustomLabels,Custom,No,,
CLGGR-LOC16-1OZ,,,,,,1,,CUSTOMLABEL-GNOMEGROWNRETAIL-LOC16-1OZ-LABEL1,ROLL,ROLL,C,L,Custom,,L11,CustomLabels,Custom,No,,
CLHPL1X2,,,,,,1,,HAPPYLEAFPORTLAND1X2LIGHTERLABEL1/ROLL,ROLL,ROLL,C,L,Custom,,L11,CustomLabels,Custom,No,,
CLN-ALP-LN-BLK-WHT,,,,,,1,,CUSTOM-LANYARD-ALPINE-LANYARD+RUBBER-RING-BLK-WHT,EA,EA,,L,Custom,,L37,CustomLanyards,Custom,No,,
CLN-ALP-LN-RR-HYBBLU,,,,,,1,,CUSTOMLANYARD-ALPINE-LANUARD+RUBBERRING-HYBRIDB,EA,EA,C,L,Custom,,L37,CustomLanyards,Custom,No,,
CLN-ALP-LN-RR-INDPRP,,,,,,1,,CUSTOMLANYARD-ALPINE-LANUARD+RUBBERRING-INDICAP,EA,EA,C,L,Custom,,L37,CustomLanyards,Custom,No,,
CLN-ALP-LN-RR-MULTIC,,,,,,1,,CUSTOMLANYARD-ALPINE-LANUARD+RUBBERRING-MULTICO,EA,EA,C,L,Custom,,L37,CustomLanyards,Custom,No,,
CLN-ALP-LN-RR-SATORG,,,,,,1,,CUSTOMLANYARD-ALPINE-LANUARD+RUBBERRING-SATIVAO,EA,EA,C,L,Custom,,L37,CustomLanyards,Custom,No,,
CLSERENITY1X.25,,,,,,1,,SERENITYCUSTOMCLEARLABEL1/ROLL,ROLL,ROLL,C,L,Custom,,L11,CustomLabels,Custom,No,,
CLTR-AMZN,,,,,,1,,AMAZON-LIGHTERS-JIG1/ROLL,ROLL,ROLL,C,L,Custom,,L11,CustomLabels,Custom,No,,
CLTR-PSGLO,,,,,,1,,PATRICKSTANLEY_GREENLINEORGANICS_PRINTEDLGBIC,EA,EA,C,L,Custom,,L12,CustomLighters,Custom,No,,
CLTR-TANHRB,,,,,,1,,TANANAHERB-BIC-LIGHTER-4-7-20171/ROLL,ROLL,ROLL,C,L,Custom,,L11,CustomLabels,Custom,No,,
CLTR-TCSL,,,,,,1,,CUSTOMPRINTEDLIGHTER-TERRAPINCARESTATIONLARG,EA,EA,C,L,Custom,,L12,CustomLighters,Custom,No,,
CLTR-ZGW,,,,,,1,,ZENGARDENWELLNESLIGHTER,EA,EA,C,L,Custom,,L12,CustomLighters,Custom,No,,
CLW-LL-BR,,,,,,1,,CUSTOMLOLLIPOPWRAPPERSLITLIFE/LEVIELMORE,ROLL,ROLL,C,L,Custom,,L11,CustomLabels,Custom,No,,
CLW-LL-C,,,,,,1,,CUSTOMLOLLIPOPWRAPPERSLITLIFE/LEVIELMORE,ROLL,ROLL,C,L,Custom,,L11,CustomLabels,Custom,No,,
CLW-LL-GA,,,,,,1,,CUSTOMLOLLIPOPWRAPPERSLITLIFE/LEVIELMORE,ROLL,ROLL,C,L,Custom,,L11,CustomLabels,Custom,No,,
CLW-LL-PL,,,,,,1,,CUSTOMLOLLIPOPWRAPPERSLITLIFE/LEVIELMOREP,ROLL,ROLL,C,L,Custom,,L11,CustomLabels,Custom,No,,
CLW-LL-WM,,,,,,1,,CUSTOMLOLLIPOPWRAPPERSLITLIFE/LEVIELMORE,ROLL,ROLL,C,L,Custom,,L11,CustomLabels,Custom,No,,
CLY-CLO9-FARM,,,,,,1,,CUSTOMLANYARDCLOUD9FARMS900X20MM1/ROLL,ROLL,ROLL,C,L,Custom,,L11,CustomLabels,Custom,No,,
CM-1CT-FYREPEN,,,,,,1,,CUSTOMMYLAR-1CT-FYREPEN,EA,EA,C,L,Custom,,L15,CustomMylarBags,Custom,No,,
CM-303,,,,,,1,,CUSTOMMYLAR303SEEDSTEARNOTCH,EA,EA,C,L,Custom,,L15,CustomMylarBags,Custom,No,,
CM-420GP18,,,,,,1,,CUSTOMMYLAR420GROWERS&PROCESSORS1/8OUNC,EA,EA,C,L,Custom,,L15,CustomMylarBags,Custom,No,,
CM-509C18-TN,,,,,,1,,CUSTOMMYLAR509CANNABIS1/8OUNCEWITHTEA,EA,EA,C,L,Custom,,L15,CustomMylarBags,Custom,No,,
CM-53012,,,,,,1,,CUSTOMMYLAR530COLLECTIVE1/2OUNCE,EA,EA,C,L,Custom,,L15,CustomMylarBags,Custom,No,,
CM-53014,,,,,,1,,CUSTOMMYLAR530COLLECTIVE1/4OUNCE,EA,EA,C,L,Custom,,L15,CustomMylarBags,Custom,No,,
CM-53018,,,,,,1,,CUSTOMMYLAR530COLLECTIVE1/8OUNCE,EA,EA,C,L,Custom,,L15,CustomMylarBags,Custom,No,,
CM-5301Z,,,,,,1,,CUSTOMMYLAR530COLLECTIVE1OUNCE,EA,EA,C,L,Custom,,L15,CustomMylarBags,Custom,No,,
CM-617-500MG-1/4OZ,,,,,,1,,CUSTOMMYLAR-617-500MG-1/4OZ,EA,EA,C,L,Custom,,L15,CustomMylarBags,Custom,No,,
CM-8MILE-GRAB-6X9-PR,,,,,,1,,"CUSTOMMYLAR-8MILE-GRABBAG-6""X9.25""-PURPLE",EA,EA,C,L,Custom,,L15,CustomMylarBags,Custom,No,,
CM-918BUDS-12X9,,,,,,1,,CUSTOMMYLAR918BUDS-12X9,EA,EA,C,L,Custom,,L15,CustomMylarBags,Custom,No,,
CM-AA-UPTE-18TH-BLK,,,,,,1,,CUSTOM-MYLAR-UPTOWN-EXOTICS-1/8TH-BLACK,EA,EA,C,L,Custom,,L15,CustomMylarBags,Custom,No,,
CM-AB-AWE-BLSSM-MT14,,,,,,1,,CUSTOMMYLAR-4x6.5x1.78-AwesomeBlossomsMT,EA,EA,C,L,Custom,,L15,CustomMylarBags,Custom,No,,
CM-AB1G,,,,,,1,,CUSTOMMYLARAGRIMABOTANICALS1GRAM,EA,EA,C,L,Custom,,L15,CustomMylarBags,Custom,No,,
CM-ABC1G,,,,,,1,,CUSTOMMYLARAGRIMABOTANICALSCBD1GRAM,EA,EA,C,L,Custom,,L15,CustomMylarBags,Custom,No,,
CM-ABCT1G,,,,,,1,,CUSTOMMYLARAGRIMABOTANICALSCBD|THC1G,EA,EA,C,L,Custom,,L15,CustomMylarBags,Custom,No,,
CM-ABM-BLUEBERRY,,,,,,1,,CUSTOMMYLAR-ABSOLUTEMEDICINAL-4X2.75-BLUEBERRY,EA,EA,C,L,Custom,,L15,CustomMylarBags,Custom,No,,
CM-ABM-COLATHC,,,,,,1,,CUSTOMMYLAR-ABSOLUTEMEDICINAL-4X2.75-COLATHC,EA,EA,C,L,Custom,,L15,CustomMylarBags,Custom,No,,
CM-ABM-INDBERRY,,,,,,1,,CUSTOMMYLAR-ABSOLUTEMEDICINAL-4X2.75-INDBERRY,EA,EA,C,L,Custom,,L15,CustomMylarBags,Custom,No,,
CM-ABM-LIME,,,,,,1,,CUSTOMMYLAR-ABSOLUTEMEDICINAL-4X2.75-LIME,EA,EA,C,L,Custom,,L15,CustomMylarBags,Custom,No,,
CM-ABM-PURPLE,,,,,,1,,CUSTOMMYLAR-ABSOLUTEMEDICINAL-4X2.75-PURPLE,EA,EA,C,L,Custom,,L15,CustomMylarBags,Custom,No,,
CM-ABT1G,,,,,,1,,CUSTOMMYLARAGRIMABOTANICALSTHC1GRAM,EA,EA,C,L,Custom,,L15,CustomMylarBags,Custom,No,,
CM-ACC-CLR,,,,,,1,,CUSTOM-MYLAR-AMERICAN-CANNABIS-CO-125X145X40-CLEAR,EA,EA,C,L,Custom,,L15,CustomMylarBags,Custom,No,,
CM-AD-ROY-5G-ST,,,,,,1,,CUSTOM-MYLAR-ALEX-D-ROYALTY-5-GRAMS-SOFTTOUCH,EA,EA,C,L,Custom,,L15,CustomMylarBags,Custom,No,,
CM-ADJC-VLD-1/8TH,,,,,,1,,CL-ADJCONTRACTING-VIVALADABS--1/8TH,EA,EA,C,L,Custom,,L15,CustomMylarBags,Custom,No,,
CM-AFFCAN-1/8TH,,,,,,1,,CM-AFFORDABLECANNABIS-1/8TH,EA,EA,C,L,Custom,,L15,CustomMylarBags,Custom,No,,
